station,name,state,country,date,tmax,tmin,tobs
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-20,73,45,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-21,76,59,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-22,61,39,39
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-23,44,37,40
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-24,58,40,48
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-25,69,45,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-26,62,38,41
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-27,52,41,48
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-28,51,45,49
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-29,63,48,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-04-30,54,46,47
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-01,49,42,47
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-02,53,47,50
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-03,66,48,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-04,60,44,44
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-05,50,42,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-06,53,43,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-07,66,47,56
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-08,91,56,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-09,73,59,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-10,74,53,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-11,82,55,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-12,84,58,67
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-13,69,54,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-14,54,44,45
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-15,51,41,41
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-16,44,38,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-17,59,41,51
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-18,70,49,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-19,69,54,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-20,85,57,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-21,79,53,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-22,65,53,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-23,57,51,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-24,60,52,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-25,72,52,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-26,80,66,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-27,84,54,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-28,60,52,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-29,62,52,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-30,67,54,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-05-31,72,56,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-01,88,61,74
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-02,83,66,74
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-03,76,63,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-04,66,55,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-05,63,55,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-06,68,56,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-07,75,60,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-08,62,52,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-09,61,53,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-10,60,54,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-11,62,54,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-12,80,55,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-13,65,58,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-14,76,60,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-15,84,63,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-16,81,68,79
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-17,89,69,82
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-18,83,57,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-19,72,56,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-20,83,60,63
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-21,77,58,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-22,66,59,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-23,74,61,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-24,79,65,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-25,66,58,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-26,64,57,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-27,79,59,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-28,83,68,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-29,86,70,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-06-30,86,62,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-01,80,62,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-02,71,55,59
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-03,69,56,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-04,69,61,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-05,77,61,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-06,86,64,79
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-07,82,72,77
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-08,81,64,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-09,71,62,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-10,70,61,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-11,77,64,74
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-12,79,67,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-13,84,70,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-14,74,63,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-15,69,57,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-16,67,59,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-17,71,60,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-18,74,65,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-19,74,64,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-20,76,65,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-21,84,68,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-22,88,69,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-23,71,61,63
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-25,74,,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-26,79,69,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-27,85,63,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-28,65,60,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-29,73,60,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-30,70,63,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-07-31,82,64,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-01,81,66,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-02,73,65,72
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-03,83,67,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-04,81,66,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-05,74,67,67
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-06,73,66,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-07,75,68,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-08,76,70,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-09,74,68,72
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-10,75,69,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-11,75,67,69
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-12,70,61,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-13,79,62,67
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-14,67,63,63
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-15,77,59,68
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-16,81,65,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-17,72,64,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-18,80,65,74
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-19,85,73,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-20,85,70,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-21,77,70,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-22,86,72,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-23,76,69,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-24,79,71,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-25,83,71,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-26,81,70,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-27,74,69,70
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-28,73,67,72
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-29,85,71,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-30,84,74,74
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-08-31,85,71,76
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-01,83,73,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-02,78,71,73
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-03,83,69,75
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-04,85,69,80
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-05,88,65,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-06,70,62,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-07,73,62,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-08,73,62,69
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-09,,,71
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-10,80,57,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-11,57,50,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-12,56,45,46
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-13,56,43,53
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-14,66,50,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-15,62,54,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-16,62,50,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-17,67,52,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-18,67,56,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-19,74,57,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-20,77,63,67
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-21,67,56,56
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-22,61,51,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-23,71,54,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-24,68,56,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-25,69,59,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-26,69,59,63
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-27,69,60,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-28,67,60,62
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-29,81,55,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-09-30,59,52,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-01,65,55,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-02,72,63,64
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-03,66,45,45
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-04,48,37,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-05,55,41,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-06,60,49,51
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-07,67,51,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-08,66,49,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-09,57,52,53
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-10,56,48,53
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-11,56,48,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-12,60,48,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-13,68,58,65
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-14,65,54,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-15,56,52,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-16,57,52,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-17,62,50,50
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-18,51,44,45
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-19,55,42,53
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-20,60,50,53
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-21,53,48,51
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-22,51,45,46
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-23,60,42,55
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-24,66,54,61
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-25,72,56,57
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-26,57,50,54
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-27,76,54,66
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-28,66,49,49
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-29,49,45,45
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-30,51,32,48
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-10-31,48,36,39
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-01,42,38,39
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-02,51,34,49
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-03,63,45,60
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-04,60,45,46
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-05,62,41,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-06,52,39,40
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-07,46,37,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-08,47,40,40
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-09,52,37,49
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-10,62,45,58
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-11,60,32,33
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-12,33,27,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-13,30,25,27
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-14,29,26,26
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-15,32,22,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-16,32,25,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-17,25,13,13
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-18,21,12,19
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-19,32,18,24
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-20,28,19,20
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-21,35,17,35
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-22,53,34,52
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-23,53,42,50
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-24,50,26,27
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-25,29,22,23
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-26,32,22,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-27,29,20,20
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-28,35,20,34
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-29,52,32,51
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-11-30,54,28,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-01,28,19,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-02,33,24,31
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-03,38,27,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-04,34,27,34
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-05,38,33,38
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-06,39,35,36
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-07,36,32,34
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-08,38,33,35
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-09,38,32,33
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-10,34,31,31
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-11,34,25,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-12,38,25,36
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-13,48,36,48
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-14,53,46,46
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-15,46,38,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-16,46,31,31
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-17,31,25,26
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-18,30,24,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-19,33,28,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-20,34,31,33
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-21,37,32,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-22,38,31,38
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-23,49,38,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-24,43,37,37
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-25,42,34,41
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-26,50,38,47
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-27,49,32,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-28,37,25,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-29,33,25,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-30,26,13,13
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2014-12-31,20,6,19
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-01,31,17,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-02,32,24,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-03,36,30,35
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-04,35,6,6
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-05,9,-1,8
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-06,13,6,9
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-07,9,-3,-3
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-08,19,-6,16
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-09,16,3,4
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-10,25,1,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-11,33,24,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-12,30,19,22
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-13,23,13,14
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-14,22,8,17
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-15,36,17,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-16,33,26,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-17,43,29,39
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-18,42,34,34
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-19,38,30,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-20,39,31,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-21,33,30,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-22,33,30,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-23,33,30,31
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-24,43,31,33
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-25,35,25,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-26,28,22,27
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-27,30,26,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-28,35,23,33
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-29,38,30,30
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-30,30,23,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-01-31,38,24,31
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-01,32,21,21
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-02,23,11,11
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-03,29,10,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-04,28,14,14
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-05,19,8,15
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-06,32,15,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-07,44,28,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-08,43,29,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-09,29,26,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-10,29,25,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-11,37,21,22
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-12,22,11,13
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-13,28,10,28
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-14,29,5,5
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-15,14,1,10
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-16,18,8,16
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-17,22,11,11
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-18,11,0,0
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-19,8,-4,4
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-20,19,1,18
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-21,30,18,29
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-22,30,6,7
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-23,17,1,7
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-24,31,7,27
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-25,27,18,21
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-26,21,11,12
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-27,20,7,8
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-02-28,22,5,19
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-01,29,18,22
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-02,28,18,27
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-03,36,25,32
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-04,32,15,16
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-05,20,11,11
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-06,26,8,25
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-07,47,25,36
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-08,42,34,36
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-09,48,36,36
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-10,54,36,43
USC00111550,CHICAGO NORTHERLY ISLAND,IL,US,2015-03-11,45,34,34
