459,12,12,28,177,1,1978
138,12,12,7,20,1,1990
138,12,12,7,20,2,1990
77,12,12,6,84,1,1977
67,12,12,4,13,1,1987
172,12,12,5,211,1,1984
138,12,12,3,27,1,1992
210,12,12,2,333,1,1985
620,12,12,5,138,1,1987
239,12,12,8,344,2,1982
133,12,12,9,134,1,1963
239,12,12,8,344,1,1981
202,12,12,16,342,1,1994
337,12,12,2,53,1,1981
240,12,12,3,231,1,1974
74,12,12,6,174,1,1977
123,12,12,5,503,1,1977
61,12,12,3,210,1,1994
153,12,12,6,230,1,1986
128,12,12,2,214,2,1982
414,12,12,3,169,1,1940
300,12,12,2,156,1,1989
597,12,12,24,454,2,1985
325,12,12,8,311,1,1956
413,12,12,13,336,1,1965
341,12,12,29,289,1,1981
174,12,12,12,176,1,1990
366,12,12,16,15,2,1981
296,12,12,3,334,2,1992
206,12,12,6,280,1,1986
210,12,12,16,71,1,1994
183,12,12,5,350,1,1988
156,12,12,5,296,1,1989
47,12,12,11,182,1,1989
332,12,12,8,304,1,1976
98,12,12,6,107,1,1980
336,12,12,4,413,1,1965
24,12,12,8,85,2,1993
447,12,12,50,176,1,1969
71,12,12,10,44,1,1989
231,12,12,7,232,1,1974
229,12,12,21,457,1,1988
35,12,11,16,195,0,0
260,12,11,14,258,1,1989
133,12,11,2,74,1,1978
195,12,11,5,90,1,1969
279,12,11,2,262,1,1989
164,12,11,16,32,1,1987
66,12,11,3,133,2,1962
258,12,11,22,118,1,1990
24,12,11,2,211,1,1985
30,12,11,6,69,1,1990
85,12,11,15,157,2,1993
182,12,11,10,47,1,1989
211,12,11,3,110,2,1991
110,12,11,5,31,1,1980
344,12,11,7,253,2,1990
344,12,11,7,253,1,1989
304,12,11,7,226,1,1980
300,12,11,16,307,2,1993
350,12,11,4,183,1,1988
333,12,11,3,69,1,1985
71,12,11,21,38,1,1994
272,12,11,7,402,1,1992
344,12,11,16,494,1,1998
420,12,11,2,418,2,1989
231,12,11,5,254,1,1975
426,12,11,11,345,1,1982
118,12,11,19,30,1,1990
38,12,11,6,47,1,1994
118,12,11,20,257,1,1981
181,12,11,13,359,1,1986
69,12,11,8,509,1,1995
196,12,11,14,198,2,1977
191,12,11,7,90,1,1965
112,12,11,4,346,1,1961
258,12,11,8,219,1,1989
258,12,11,8,219,1,1989
243,12,11,6,480,1,1970
254,12,11,5,304,1,1983
103,12,11,22,161,1,1991
49,12,11,6,66,1,1979
142,12,11,9,172,1,1991
312,12,11,9,227,1,1991
57,12,11,12,275,2,1988
143,12,10,6,327,1,1993
288,12,10,3,141,2,1984
176,12,10,13,332,1,1969
20,12,10,20,350,1,1979
345,12,10,3,247,1,1964
320,12,10,7,21,1,1989
345,12,10,13,426,1,1982
99,12,10,5,211,1,1975
286,12,10,13,137,1,1969
192,12,10,4,68,1,1970
77,12,10,2,18,2,1957
90,12,10,6,73,1,1986
450,12,10,10,466,2,1978
359,12,10,5,176,1,1983
172,12,10,9,111,1,1991
94,12,10,21,323,1,1969
26,12,10,13,31,2,1982
72,12,10,4,59,1,1991
344,12,10,6,239,2,1982
58,12,10,6,113,1,1986
349,12,10,3,152,1,1988
20,12,10,10,30,1,1991
233,12,10,19,94,1,1989
69,12,10,7,30,1,1990
15,12,10,11,366,2,1981
112,12,10,13,14,1,1984
620,12,10,2,46,1,1992
253,12,10,11,316,2,1990
253,12,10,11,316,1,1989
44,12,10,7,71,1,1989
112,12,10,4,73,1,1970
304,12,10,4,254,1,1983
302,12,10,2,349,1,1980
176,12,10,4,110,1,1984
307,12,10,7,219,1,1989
325,12,10,16,454,1,1984
143,12,10,7,301,1,1988
300,12,10,21,459,1,1969
334,12,9,13,249,1,1987
198,12,9,6,84,1,1993
260,12,9,4,503,1,1984
53,12,9,1,337,1,1981
324,12,9,5,177,1,1976
327,12,9,6,143,1,1993
268,12,9,11,177,2,1974
111,12,9,8,142,1,1991
459,12,9,13,447,1,1969
77,12,9,3,66,1,1979
77,12,9,3,66,2,1981
53,12,9,16,333,1,1992
289,12,9,5,236,1,1972
84,12,9,19,401,1,1990
287,12,9,10,346,1,1978
66,12,9,11,414,2,1972
21,12,9,12,77,2,1993
176,12,9,14,38,2,1987
212,12,9,7,199,1,1964
308,12,9,3,230,2,1979
120,12,9,2,132,1,1990
249,12,9,13,334,1,1987
29,12,9,24,329,1,1969
334,12,9,1,334,1,1987
299,12,9,6,254,1,1981
211,12,9,2,145,1,1985
24,12,9,14,73,2,1991
443,12,9,22,443,1,1974
31,12,8,11,24,2,1982
244,12,8,23,289,1,1981
225,12,8,5,94,2,1965
176,12,8,6,364,1,1983
110,12,8,6,620,1,1995
177,12,8,5,324,1,1976
307,12,8,14,220,2,1993
140,12,8,15,77,2,1983
342,12,8,17,202,1,1994
315,12,8,3,58,1,1993
229,12,8,2,227,1,1991
482,12,8,14,325,1,1986
325,12,8,4,295,1,1986
41,12,8,4,49,1,1991
3,12,8,11,33,2,1970
145,12,7,5,26,1,1985
268,12,7,12,113,1,1993
383,12,7,10,134,1,1973
349,12,7,4,152,2,1990
90,12,7,5,174,1,1965
349,12,7,2,67,1,1990
7,12,7,16,3,1,1966
35,12,7,23,414,2,1983
110,12,7,4,44,2,1991
141,12,7,3,288,1,1989
414,12,7,12,66,2,1972
414,12,7,12,66,1,1972
3,12,7,17,7,1,1966
39,12,7,9,287,1,1990
211,12,6,7,172,1,1980
359,12,6,8,144,1,1992
68,12,6,2,73,1,1982
88,12,6,3,71,1,1960
338,12,5,3,273,1,1960
230,12,5,3,257,1,1981
294,12,5,7,462,1,1986
257,12,4,14,476,2,1984
304,12,4,5,334,1,1990
27,12,4,7,176,1,1992
44,12,3,6,77,0,0
49,12,3,2,197,1,1971
506,12,2,10,116,1,1966
94,12,1,4,118,1,1992
107,12,1,3,96,1,1984
394,12,1,6,81,1,1988
327,12,1,2,113,1,1993
300,12,1,8,115,1,1990
231,12,1,16,334,1,1983
86,12,1,6,217,1,1981
334,12,1,1,334,1,1983
16,12,1,4,219,1,1991
16,12,1,4,219,1,1991
33,12,1,8,192,1,1970
123,12,1,16,327,1,1987
183,12,0,24,210,1,1984
240,12,0,8,154,1,1974
232,12,0,3,114,1,1992
295,12,0,9,240,1,1977
246,12,0,5,244,2,1963
465,12,0,14,232,1,1990
84,12,0,9,285,1,1982
22,12,0,10,233,2,1997
240,12,0,13,67,1,1977
21,12,0,7,84,1,1992
67,12,23,15,185,1,1977
77,12,23,9,346,1,1970
322,12,23,8,426,1,1991
188,12,23,9,219,1,1967
114,12,23,4,227,1,1964
223,12,23,3,327,1,1991
401,12,23,6,120,1,1990
306,12,23,13,300,1,1992
460,12,23,9,344,1,1982
166,12,22,6,67,1,1986
514,12,22,6,515,1,1961
170,12,22,10,75,1,1972
152,12,22,5,67,1,1988
134,12,22,10,383,1,1973
257,12,22,7,153,1,1981
44,12,22,2,195,1,1984
7,12,21,9,181,1,1987
364,12,21,5,31,2,1974
299,12,21,14,325,1,1990
31,12,21,5,364,2,1974
626,12,21,13,181,1,1992
117,12,21,4,303,1,1990
291,12,21,23,53,0,0
39,12,21,4,81,1,1963
49,12,21,6,41,1,1991
186,12,21,10,111,1,1984
302,12,21,8,94,1,1992
53,12,20,23,73,0,0
318,12,20,8,312,1,1964
205,12,20,9,383,2,1978
73,12,20,24,197,0,0
382,12,20,3,381,1,1977
174,12,20,6,39,1,1965
288,12,20,17,67,1,1992
133,12,20,9,161,1,1971
153,12,20,5,229,2,1981
334,12,20,15,231,1,1983
67,12,20,13,289,1,1992
359,12,20,5,620,1,1995
299,12,20,3,156,1,1981
145,12,20,17,43,1,1984
47,12,19,4,51,1,1994
137,12,19,13,59,1,1969
43,12,19,11,192,1,1984
289,12,19,24,289,1,1992
273,12,19,3,338,1,1960
128,12,19,5,350,1,1987
515,12,19,9,447,1,1984
44,12,19,7,196,1,1995
59,12,19,11,286,1,1969
447,12,19,21,447,1,1984
68,12,19,21,134,1,1993
350,12,19,17,66,1,1987
343,12,19,4,127,1,1998
66,12,19,7,88,1,1969
77,12,19,14,106,0,0
349,12,19,2,13,1,1992
94,12,19,1,141,1,1963
91,12,19,10,88,1,1960
19,12,19,7,109,1,1992
46,12,19,17,289,1,1992
127,12,19,2,302,1,1998
156,12,19,3,299,1,1981
381,12,19,63,382,1,1977
130,12,19,4,130,1,1983
194,12,19,58,233,0,0
570,12,19,15,570,1,1997
148,12,19,4,149,1,1993
161,12,18,10,133,1,1971
30,12,18,17,98,1,1980
282,12,18,9,626,1,1991
50,12,18,5,98,1,1968
233,12,18,25,98,0,0
511,12,18,8,259,2,1982
197,12,18,2,49,1,1971
134,12,18,33,71,1,1993
313,12,18,13,303,1,1992
331,12,18,5,364,1,1983
111,12,18,15,186,1,1984
227,12,18,6,234,1,1987
231,12,18,7,292,1,1957
161,12,18,3,145,2,1985
180,12,18,12,331,1,1988
98,12,18,20,173,0,0
232,12,18,2,254,1,1984
165,12,18,5,240,1,1994
19,12,18,6,21,1,1987
454,12,18,26,597,2,1985
374,12,18,29,301,1,1975
25,12,18,39,81,0,0
39,12,18,7,192,1,1988
454,12,18,7,461,1,1984
303,12,18,25,313,1,1992
326,12,17,5,344,1,1986
300,12,17,17,13,1,1985
231,12,17,3,245,1,1989
313,12,17,18,220,1,1992
13,12,17,4,340,1,1992
192,12,17,3,68,1,1970
21,12,17,6,320,1,1987
331,12,17,11,180,1,1988
28,12,17,4,93,1,1982
94,12,17,7,327,1,1988
120,12,17,5,178,2,1992
20,12,17,4,113,1,1993
35,12,17,7,199,2,1989
35,12,17,7,199,1,1988
88,12,17,6,66,1,1969
98,12,17,7,56,1,1980
32,12,17,3,21,1,1988
220,12,17,22,347,1,1992
60,12,17,4,93,2,1992
93,12,17,4,28,1,1982
74,12,17,5,56,1,1986
30,12,17,2,210,1,1990
236,12,17,7,94,1,1993
52,12,17,3,38,2,1976
299,12,17,7,254,1,1953
81,12,17,33,81,0,0
67,12,17,3,152,2,1989
67,12,17,3,152,1,1988
347,12,17,19,227,1,1992
56,12,17,11,30,1,1980
59,12,16,6,33,1,1965
600,12,16,6,596,1,1983
219,12,16,4,61,1,1987
25,12,16,4,142,2,1989
255,12,16,17,35,1,1988
141,12,16,1,94,1,1963
174,12,16,12,199,1,1982
161,12,16,8,24,0,0
181,12,16,8,7,1,1987
575,12,16,40,573,1,1997
253,12,16,4,465,1,1981
18,12,16,21,90,0,0
51,12,16,6,52,1,1994
68,12,16,13,320,1,1992
302,12,16,6,113,2,1991
22,12,16,3,19,1,1993
311,12,16,8,325,1,1989
255,12,16,9,45,2,1982
255,12,16,9,45,1,1977
229,12,16,6,153,2,1981
144,12,16,9,156,1,1992
24,12,16,5,35,1,1972
66,12,16,7,44,1,1972
56,12,16,5,74,1,1986
73,12,16,7,134,1,1991
67,12,16,5,188,2,1987
344,12,16,5,325,1,1986
460,12,16,11,344,1,1984
13,12,16,6,300,1,1985
227,12,16,6,227,1,1992
52,12,16,19,264,1,1994
320,12,16,9,198,1,1981
241,12,15,6,14,1,1985
300,12,15,10,312,1,1992
227,12,15,17,254,1,1992
24,12,15,48,194,0,0
141,12,15,22,123,1,1987
198,12,15,4,73,1,1991
53,12,15,5,142,1,1985
475,12,15,7,344,1,1998
74,12,15,8,176,1,1986
90,12,15,14,72,2,1984
133,12,15,5,174,1,1956
110,12,15,5,176,1,1984
334,12,15,14,157,1,2000
623,12,15,9,273,2,1990
31,12,15,9,54,1,1961
58,12,15,11,143,1,1979
140,12,15,10,133,1,1982
80,12,15,3,32,1,1988
301,12,15,17,283,1,1970
254,12,15,32,303,1,1992
176,12,15,5,172,1,1978
350,12,15,7,214,2,1989
573,12,15,85,570,1,1997
86,12,15,4,86,1,1979
153,12,15,2,154,1,1983
160,12,15,30,340,1,1987
199,12,15,7,212,1,1964
570,12,15,6,570,1,1997
258,12,15,3,504,1,1990
17,12,15,4,69,1,1981
153,12,15,8,307,1,1993
103,12,15,14,33,1,1956
451,12,14,3,454,1,1987
503,12,14,17,58,1,1984
432,12,14,7,515,1,1981
58,12,14,3,219,1,1978
272,12,14,6,237,1,1993
246,12,14,3,318,1,1990
272,12,14,7,237,1,1991
195,12,14,6,49,1,1959
176,12,14,16,195,1,1958
460,12,14,8,295,1,1972
231,12,14,5,234,1,1966
334,12,14,10,154,1,1986
501,12,14,7,507,1,1976
18,12,14,11,90,1,1994
334,12,14,10,154,2,1986
482,12,14,5,475,1,1986
523,12,14,9,354,2,1955
90,12,14,2,284,1,1994
124,12,14,9,275,1,1955
58,12,14,19,301,1,1984
283,12,14,3,98,1,1983
93,12,14,10,188,1,1951
318,12,14,3,246,1,1990
340,12,14,7,296,1,1987
245,12,14,5,240,1,1983
354,12,14,14,520,2,1955
304,12,14,7,296,2,1994
273,12,14,2,338,1,1991
454,12,14,3,451,1,1987
291,12,14,3,138,1,1972
570,12,14,15,570,1,1964
518,12,14,23,128,2,1984
194,12,14,3,264,1,1951
302,12,14,20,225,1,1992
251,12,14,7,312,2,1964
249,12,14,14,458,1,1969
295,12,14,18,296,1,1992
181,12,14,5,44,1,1998
153,12,14,7,227,1,1991
318,12,14,5,229,1,1994
289,12,14,20,289,1,1957
401,12,14,10,272,2,1991
359,12,14,7,172,1,1991
67,12,14,6,93,1,1992
74,12,14,11,26,1,1972
279,12,14,9,408,1,1954
344,12,14,5,325,1,1979
124,12,14,10,129,1,1988
90,12,14,11,255,2,1982
90,12,14,11,255,1,1977
225,12,14,16,144,1,1992
165,12,14,6,226,1,1991
506,12,13,23,17,1,1971
315,12,13,11,359,1,1988
289,12,13,4,94,2,1982
156,12,13,10,144,1,1992
69,12,13,7,58,0,0
144,12,13,9,126,1,1992
133,12,13,11,80,1,1982
252,12,13,8,121,2,1973
296,12,13,5,220,2,1986
299,12,13,11,254,1,1981
81,12,13,5,174,1,1998
284,12,13,29,147,1,1995
284,12,13,30,147,0,0
51,12,13,5,47,1,1958
49,12,13,9,195,2,1972
330,12,13,2,230,1,1986
331,12,13,13,133,1,1946
338,12,13,2,273,1,1991
126,12,13,16,176,1,1992
408,12,13,9,279,1,1954
140,12,13,6,47,1,1989
288,12,13,4,289,1,1990
338,12,13,9,626,1,1987
448,12,13,8,450,1,1954
93,12,13,4,67,1,1992
67,12,13,6,166,1,1986
477,12,13,6,471,1,1962
447,12,13,9,454,2,1985
48,12,13,29,26,1,1994
110,12,13,4,74,1,1987
27,12,13,9,289,1,1972
58,12,13,15,61,1,1976
24,12,13,9,212,2,1988
465,12,13,4,253,1,1981
45,12,13,13,338,1,1983
418,12,13,3,420,2,1996
176,12,13,27,106,1,1992
176,12,13,7,359,1,1986
75,12,13,6,134,1,1993
334,12,13,20,295,1,1992
286,12,13,16,291,1,1988
212,12,12,9,44,2,1988
310,12,12,11,190,2,1985
74,12,12,5,110,1,1987
26,12,12,23,337,1,1994
41,12,12,54,41,1,1984
299,12,12,9,152,1,1988
301,12,12,15,58,1,1984
190,12,12,3,152,2,1985
308,12,12,8,229,1,1984
107,12,12,3,286,1,1980
145,12,12,3,142,1,1984
296,12,12,12,327,1,1987
299,12,12,3,117,1,1982
149,12,12,13,339,1,1990
58,12,12,17,503,1,1984
283,12,12,17,301,1,1970
296,12,12,8,256,2,1994
24,12,12,17,24,1,1992
174,12,12,5,36,2,1956
307,12,12,10,94,1,1988
13,12,12,4,67,1,1992
110,12,12,8,145,1,1945
43,12,12,7,174,1,1975
24,12,11,23,626,1,1992
44,12,11,6,24,2,1988
93,12,11,1,224,2,1991
340,12,11,11,329,1,1980
7,12,11,10,161,1,1992
190,12,11,8,332,1,1994
272,12,11,10,401,2,1991
307,12,11,16,160,1,1987
69,12,11,7,374,1,1981
59,12,11,3,72,1,1989
240,12,11,5,232,1,1974
229,12,11,7,308,1,1984
143,12,11,4,340,1,1993
118,12,11,4,288,1,1990
202,12,11,16,272,1,1986
226,12,11,5,296,1,1993
450,12,11,6,448,1,1954
109,12,11,9,342,1,1950
16,12,11,14,87,2,1984
163,12,11,19,374,1,1992
337,12,11,9,286,1,1970
72,12,11,7,394,1,1989
289,12,11,7,289,1,1957
196,12,11,18,57,1,1982
272,12,11,10,148,1,1993
272,12,11,10,148,1,1993
31,12,11,5,100,2,1997
255,12,11,5,284,1,1962
597,12,11,22,454,2,1985
129,12,11,9,124,1,1988
229,12,11,5,299,1,1984
299,12,11,33,158,0,0
510,12,11,4,509,1,1988
301,12,11,30,374,1,1975
47,12,11,10,77,2,1957
133,12,10,6,199,1,1954
197,12,10,11,72,1,1979
454,12,10,11,447,2,1985
111,12,10,11,331,2,1984
38,12,10,9,175,1,1986
142,12,10,3,173,1,1979
142,12,10,3,173,2,1986
98,12,10,8,41,1,1968
123,12,10,11,163,1,1986
72,12,10,4,59,1,1991
72,12,10,4,59,2,1991
133,12,10,2,74,1,1989
288,12,10,5,141,1,1989
337,12,10,6,54,1,1982
52,12,10,7,66,1,1990
504,12,10,5,222,1,1983
100,12,10,4,31,2,1997
289,12,10,6,138,1,1972
332,12,10,7,190,1,1994
142,12,10,2,26,1,1984
66,12,10,4,133,2,1962
181,12,10,18,20,1,1988
145,12,10,5,142,1,1979
286,12,10,25,136,1,1969
300,12,10,10,343,1,1985
77,12,10,13,137,1,1983
86,12,10,17,142,2,1988
35,12,10,24,170,1,1972
156,12,10,1,300,1,1994
192,12,10,21,280,1,1984
131,12,10,14,497,1,1980
163,12,10,9,123,1,1986
99,12,9,5,25,1,1984
80,12,9,15,175,1,1974
620,12,9,8,54,1,1990
289,12,9,5,236,1,1972
61,12,9,7,128,2,1967
62,12,9,17,148,1,1996
41,12,9,7,169,1,1992
364,12,9,6,176,1,1972
254,12,9,2,240,2,1992
54,12,9,7,620,1,1990
491,12,9,11,229,1,1992
314,12,9,2,244,1,1994
140,12,9,2,110,1,1984
106,12,9,3,145,1,1951
212,12,9,7,199,1,1964
49,12,9,6,195,1,1959
318,12,9,5,165,1,1990
14,12,9,11,124,1,1986
115,12,9,4,153,1,1979
284,12,8,5,255,1,1962
339,12,8,7,206,1,1962
127,12,8,7,300,1,1989
110,12,8,5,620,1,1995
260,12,8,11,511,2,1982
54,12,8,40,54,0,0
57,12,8,17,211,1,1982
77,12,8,2,18,2,1957
274,12,8,3,129,1,1988
91,12,8,4,71,1,1973
129,12,8,3,274,1,1988
81,12,8,5,174,2,1991
432,12,8,8,597,1,1986
331,12,8,5,288,1,1992
303,12,8,10,154,1,1957
231,12,8,17,334,1,1983
77,12,8,4,133,1,1956
133,12,8,4,66,2,1962
87,12,8,3,152,1,1994
142,12,8,3,145,1,1984
