69,12,23,4,159,1,1988
145,12,23,23,145,0,0
245,12,23,4,240,1,1977
343,12,23,9,93,1,1988
182,12,23,5,337,1,1990
26,12,23,10,49,1,1981
255,12,22,12,196,1,1980
72,12,22,3,59,1,1991
242,12,22,7,475,1,1991
166,12,22,6,67,1,1986
259,12,22,2,123,1,1988
447,12,22,11,523,1,1961
626,12,22,20,196,1,1992
245,12,22,6,293,1,1977
260,12,21,14,510,1,1992
148,12,21,4,149,1,1990
290,12,21,5,123,1,1977
22,12,21,5,320,1,1995
7,12,21,6,26,1,1964
340,12,21,5,143,1,1963
129,12,21,5,124,1,1989
37,12,21,41,176,0,0
66,12,21,2,91,1,1977
211,12,21,27,46,1,1992
394,12,21,2,89,1,1985
463,12,20,14,344,1,1987
460,12,20,10,449,1,1981
251,12,20,22,344,1,1969
273,12,20,3,338,1,1960
242,12,20,3,344,1,1998
245,12,20,10,318,1,1989
46,12,20,30,172,1,1992
53,12,20,5,25,1,1964
232,12,20,3,256,1,1988
174,12,20,6,90,1,1965
256,12,20,2,232,1,1988
447,12,20,16,467,1,1983
26,12,20,6,7,1,1964
172,12,20,25,181,1,1992
100,12,20,24,69,1,1974
289,12,20,21,153,1,1990
210,12,19,13,509,1,1976
116,12,19,4,213,2,1986
181,12,19,20,47,1,1992
31,12,19,6,359,1,1989
53,12,19,27,44,0,0
57,12,19,9,170,1,1994
108,12,19,8,202,1,1994
41,12,19,10,169,1,1992
47,12,19,21,112,1,1992
359,12,19,7,31,1,1989
60,12,19,24,27,1,1994
234,12,19,6,227,1,1985
129,12,19,7,205,1,1986
128,12,19,8,186,1,1983
112,12,19,15,33,1,1992
24,12,19,5,199,2,1984
287,12,18,7,284,1,1990
570,12,18,130,574,1,1997
256,12,18,23,447,1,1960
167,12,18,8,129,1,1983
334,12,18,4,156,1,1993
27,12,18,27,110,1,1994
59,12,18,6,178,1,1991
172,12,18,14,349,1,1990
199,12,18,10,212,1,1964
160,12,18,15,128,1,1987
33,12,18,24,194,1,1992
334,12,18,16,293,1,1987
198,12,18,1,112,1,1977
130,12,18,10,276,2,1985
242,12,18,4,464,1,1990
574,12,18,32,570,1,1997
236,12,18,4,301,1,1988
112,12,18,2,71,1,1977
190,12,18,5,67,1,1988
128,12,18,6,130,1,1987
208,12,18,42,205,1,1964
301,12,18,10,161,1,1954
246,12,18,12,325,2,1975
374,12,17,10,333,1,1992
24,12,17,17,47,1,1992
66,12,17,14,337,1,1994
127,12,17,4,152,1,1990
30,12,17,17,212,1,1991
212,12,17,10,99,2,1985
475,12,17,13,314,1,1988
31,12,17,4,364,1,1971
182,12,17,7,110,1,1988
47,12,17,14,211,1,1992
349,12,17,7,327,2,1990
54,12,17,9,88,1,1961
197,12,17,3,195,1,1986
312,12,17,4,240,1,1988
254,12,17,6,299,1,1953
145,12,17,18,93,1,1951
154,12,17,10,240,1,1974
418,12,17,3,322,2,1978
26,12,17,7,133,1,1985
142,12,17,9,172,1,1997
622,12,17,13,260,1,1987
337,12,17,4,211,1,0
88,12,17,10,92,1,1961
117,12,17,2,226,1,1992
145,12,17,12,196,1,1994
333,12,17,12,374,1,1992
211,12,17,10,364,1,1983
312,12,17,7,231,1,1964
133,12,17,14,333,1,1969
211,12,17,27,126,1,1992
230,12,17,8,117,1,1986
300,12,17,16,229,1,1978
327,12,16,7,349,2,1990
126,12,16,21,182,1,1992
332,12,16,4,13,1,1984
196,12,16,26,623,1,1994
33,12,16,133,81,0,0
69,12,16,3,159,1,1988
291,12,16,4,176,2,1992
333,12,16,10,60,1,1969
254,12,16,4,304,1,1952
312,12,16,8,299,1,1978
182,12,16,11,620,1,1992
231,12,16,5,312,1,1964
66,12,16,4,112,1,1987
117,12,16,7,230,1,1986
74,12,16,7,176,1,1986
313,12,16,10,331,1,1989
76,12,16,8,624,1,1983
233,12,16,8,22,2,1997
464,12,16,16,162,1,1991
620,12,16,14,182,1,1992
60,12,16,11,156,1,1969
174,12,16,6,36,2,1956
501,12,16,12,258,1,1976
54,12,16,14,176,1,1961
133,12,16,9,134,1,1963
300,12,16,12,13,1,1985
98,12,16,9,181,1,1983
80,12,16,3,198,1,1982
134,12,16,1,134,1,1963
86,12,16,23,80,0,0
27,12,16,7,94,2,1965
84,12,16,20,25,1,1971
294,12,16,3,463,1,1971
257,12,16,8,227,1,1981
162,12,16,17,30,1,1991
22,12,16,5,15,1,1986
195,12,16,14,41,2,1992
45,12,16,15,110,1,1994
13,12,15,14,94,1,1984
113,12,15,7,289,1,1985
18,12,15,2,77,2,1957
49,12,15,10,26,1,1981
168,12,15,25,192,1,1970
131,12,15,11,67,1,1973
186,12,15,10,21,1,1989
258,12,15,6,501,1,1976
91,12,15,6,88,1,1960
264,12,15,22,52,0,0
229,12,15,12,300,1,1978
170,12,15,5,57,1,1972
156,12,15,4,220,1,1978
447,12,15,14,458,2,1980
144,12,15,7,307,1,1989
300,12,15,6,152,2,1986
255,12,15,4,41,1,1970
196,12,15,12,255,1,1980
80,12,15,31,44,0,0
254,12,15,2,232,1,1984
227,12,15,5,246,1,1993
254,12,15,2,232,1,1975
59,12,15,6,175,1,1986
307,12,15,3,223,1,1970
227,12,15,18,239,1,1981
256,12,15,8,299,2,1990
41,12,15,11,57,1,2000
117,12,15,3,296,1,1988
172,12,15,26,181,1,1992
30,12,15,2,210,1,1990
181,12,15,9,98,1,1983
253,12,15,3,251,1,1969
111,12,15,1,74,1,1986
472,12,15,7,239,1,1984
205,12,15,14,57,1,1997
141,12,15,6,176,2,1987
332,12,15,8,300,1,1963
47,12,15,22,13,1,1980
176,12,15,10,60,1,1986
46,12,15,4,172,2,1986
28,12,15,9,289,1,1982
181,12,15,18,194,1,1992
21,12,15,9,186,1,1989
57,12,15,19,35,1,1972
67,12,15,11,60,1,1962
140,12,15,10,133,1,1961
123,12,15,7,258,1,1990
154,12,15,21,116,1,1981
195,12,15,15,301,1,1961
77,12,15,28,374,1,1975
239,12,15,5,472,1,1984
293,12,15,5,344,1,1989
157,12,15,21,177,2,1985
340,12,14,4,329,2,1990
161,12,14,8,133,1,1971
460,12,14,26,230,2,1980
194,12,14,11,180,1,1992
458,12,14,11,463,1,1984
69,12,14,21,143,1,1991
133,12,14,7,26,1,1985
115,12,14,5,300,1,1991
174,12,14,5,133,1,1982
128,12,14,9,119,2,1990
156,12,14,12,312,1,1978
94,12,14,17,18,1,1969
303,12,14,5,254,1,1975
460,12,14,18,244,1,1968
260,12,14,11,258,2,1988
31,12,14,4,364,2,1974
13,12,14,26,489,1,1980
212,12,14,11,43,1,1989
307,12,14,9,131,1,1993
329,12,14,16,291,1,1969
290,12,14,11,258,1,1994
13,12,14,5,300,1,1985
414,12,14,24,35,2,1983
312,12,14,2,245,1,1987
172,12,14,5,337,2,1986
220,12,14,11,114,1,1994
133,12,14,9,92,1,1961
570,12,14,11,570,1,1997
182,12,14,7,359,1,1991
96,12,14,10,199,1,1979
300,12,14,4,117,2,1993
142,12,14,7,140,1,1984
20,12,14,8,359,1,1986
510,12,14,8,506,1,1988
87,12,14,13,296,1,1967
74,12,14,3,133,1,1978
134,12,14,9,133,1,1963
15,12,14,2,14,1,1991
59,12,14,7,41,1,1976
4,12,14,10,341,2,1970
503,12,14,5,260,1,1990
303,12,14,11,293,1,1990
459,12,14,14,447,1,1969
181,12,14,14,626,1,1992
191,12,14,14,211,2,1991
107,12,14,11,43,1,1980
107,12,14,11,43,2,1988
153,12,14,3,131,1,1983
77,12,14,10,181,2,1983
69,12,14,19,505,1,1974
354,12,14,13,454,2,1955
39,12,14,20,40,0,0
331,12,14,7,144,1,1991
296,12,14,9,67,1,1967
418,12,13,6,423,2,1989
84,12,13,5,198,1,1993
211,12,13,9,176,2,1992
47,12,13,4,26,1,1985
229,12,13,25,460,2,1980
71,12,13,13,196,2,1977
359,12,13,4,74,1,1986
300,12,13,4,334,1,1983
260,12,13,4,500,1,1982
46,12,13,10,51,1,1971
44,12,13,6,191,1,1989
333,12,13,17,53,1,1992
176,12,13,7,145,2,1989
620,12,13,3,182,1,1991
61,12,13,13,504,1,1992
117,12,13,2,115,1,1991
28,12,13,4,289,1,1977
199,12,13,2,24,2,1993
167,12,13,27,59,2,1988
244,12,13,22,461,1,1968
110,12,13,7,99,1,1985
94,12,13,9,93,1,1989
98,12,13,24,509,1,1989
289,12,13,4,94,1,1988
41,12,13,4,41,1,1991
33,12,13,12,3,2,1970
254,12,13,7,231,1,1975
293,12,13,8,303,1,1990
325,12,13,3,295,1,1969
291,12,13,6,359,1,1969
307,12,13,3,188,1,1989
5,12,13,6,75,2,1994
210,12,13,9,331,1,1989
359,12,13,10,29,1,1969
44,12,13,7,24,2,1991
229,12,13,2,227,1,1982
239,12,13,9,471,1,1984
161,12,13,2,53,1,1982
131,12,13,3,153,1,1983
195,12,13,26,35,0,0
195,12,13,27,35,0,0
236,12,13,3,118,1,1990
133,12,13,14,80,1,1982
126,12,13,10,340,2,1995
300,12,12,4,324,1,1989
214,12,12,2,128,2,1982
232,12,12,27,177,1,1986
114,12,12,11,340,1,1990
140,12,12,7,142,1,1984
232,12,12,2,254,1,1984
158,12,12,12,260,1,1978
107,12,12,8,56,2,1994
304,12,12,6,300,1,1976
69,12,12,6,222,1,1963
